fiscal_year,NHS,district,activity,Route Type,Route,Beg MM,End MM,cost,date,segment_id
2019,False,1,HOT INSITU RECYCLING,State,NM 90,13.1,22.6,854206.52,2019-01-08,NM 90_13.1_22.6
2019,True,5,OPEN GRADED FRICTION COURSE,State,NM 14,46.0,47.0,-461805.0,2019-01-08,NM 14_46.0_47.0
2019,False,2,CULVERT CLEANING,State,NM 128,15.0,20.0,21529.16,2019-02-04,NM 128_15.0_20.0
2019,True,5,GUARDRAIL,Interstate,I 25,267.0,267.0,17497.53,2019-02-07,I 25_267.0_267.0
2019,True,5,GUARDRAIL,Interstate,I 40,190.1,190.1,13218.32,2019-02-07,I 40_190.1_190.1
2019,False,3,GUARDRAIL,FR,FR 2523,3.014,3.014,6792.35,2019-07-08,FR 2523_3.014_3.014
2019,True,3,CRACK SEAL,State,NM 423,8.3,9.3,30678.06,2019-07-08,NM 423_8.3_9.3
2019,True,3,CRACK SEAL,State,NM 423,8.3,13.0,320510.11,2019-07-08,NM 423_8.3_13.0
2019,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,157.7,158.6,323002.01,2019-07-08,I 40_157.7_158.6
2019,False,3,CRACK SEAL,State,NM 47,34.5,36.7,87291.08,2019-07-08,NM 47_34.5_36.7
2019,True,3,PLANT MIX WEARING COURSE OVERLAY,US,US 550,3.6,6.1,10.2,2019-07-08,US 550_3.6_6.1
2019,True,3,PLANT MIX WEARING COURSE OVERLAY,US,US 550,3.6,6.1,177875.28,2019-07-08,US 550_3.6_6.1
2019,False,3,BRIDGE DECK,FL,FL 4014,4.52752,4.4986,157332.4,2019-07-08,FL 4014_4.52752_4.4986
2019,False,3,GUARDRAIL,State,NM 536,0.45,8.2,52461.18,2019-07-08,NM 536_0.45_8.2
2019,True,5,GUARDRAIL,Interstate,I 25,277.6,277.6,8259.34,2019-02-07,I 25_277.6_277.6
2019,True,5,GUARDRAIL,State,NM 502,6.0,8.0,60566.1,2019-02-07,NM 502_6.0_8.0
2019,False,5,GUARDRAIL,State,NM 68,25.8,25.8,10320.79,2019-02-07,NM 68_25.8_25.8
2019,False,5,GUARDRAIL,State,NM 68,11.7,11.7,13564.56,2019-02-07,NM 68_11.7_11.7
2019,True,3,GUARDRAIL,State,NM 45,1.2,1.2,6984.97,2019-03-01,NM 45_1.2_1.2
2019,False,3,GUARDRAIL,State,NM 47,36.0,36.0,3322.49,2019-03-01,NM 47_36.0_36.0
2019,True,5,GUARDRAIL,Interstate,I 40,225.0,225.0,10121.1,2019-03-05,I 40_225.0_225.0
2020,True,3,BRIDGE OTHER,Interstate,I 40,156.3,156.3,14038.11,2019-10-01,I 40_156.3_156.3
2020,True,3,BRIDGE OTHER,Interstate,I 40,169.95,169.95,1224.4,2019-10-01,I 40_169.95_169.95
2020,True,3,BRIDGE OTHER,Interstate,I 40,157.85,157.85,8026.71,2019-10-01,I 40_157.85_157.85
2020,True,3,BRIDGE OTHER,Interstate,I 40,152.3,152.3,2145.29,2019-10-01,I 40_152.3_152.3
2020,True,3,BRIDGE OTHER,Interstate,I 40,152.3,152.3,112340.62,2019-10-01,I 40_152.3_152.3
2020,True,3,BRIDGE OTHER,Interstate,I 40,157.85,157.85,12742.16,2019-10-01,I 40_157.85_157.85
2020,True,3,BRIDGE OTHER,Interstate,I 40,169.95,169.95,72404.75,2019-10-01,I 40_169.95_169.95
2020,True,3,BRIDGE OTHER,Interstate,I 40,156.3,156.3,5722.6,2019-10-01,I 40_156.3_156.3
2020,True,3,BRIDGE OTHER,Interstate,I 40,156.3,156.3,54953.52,2019-10-01,I 40_156.3_156.3
2020,True,4,HOT INSITU SCARIFICATION,US,US 64,349.35,354.0,1182344.83,2019-10-08,US 64_349.35_354.0
2020,True,5,GUARDRAIL,Interstate,I 40,215.0,215.0,6853.37,2019-10-03,I 40_215.0_215.0
2019,True,5,GUARDRAIL,State,NM 14,33.0,37.0,3582.0,2019-10-03,NM 14_33.0_37.0
2019,True,5,GUARDRAIL,US,US 84,168.0,176.0,6245.39,2019-10-03,US 84_168.0_176.0
2020,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,426.6,437.6,3027538.19,2019-09-05,I 25_426.6_437.6
2020,True,5,GUARDRAIL,State,NM 14,29.4,34.5,25302.93,2019-09-06,NM 14_29.4_34.5
2020,True,5,GUARDRAIL,State,NM 14,33.0,37.0,6604.26,2019-09-06,NM 14_33.0_37.0
2020,True,5,GUARDRAIL,Interstate,I 25,284.0,298.3,14441.79,2019-09-06,I 25_284.0_298.3
2020,False,6,CRACK SEAL,State,NM 612,0.0,9.1,759076.81,2019-09-10,NM 612_0.0_9.1
2020,True,3,HOT MIX OVERLAY/ INLAY,State,NM 528,4.5,6.3,163192.29,2019-09-12,NM 528_4.5_6.3
2020,True,3,CRACK SEAL,Interstate,I 40,132.0,139.0,478520.38,2019-09-12,I 40_132.0_139.0
2019,False,5,GUARDRAIL,State,NM 76,4.8,4.8,5108.63,2019-03-05,NM 76_4.8_4.8
2019,False,3,HOT INSITU SCARIFICATION,State,NM 109,6.0,7.6,168014.13,2019-07-08,NM 109_6.0_7.6
2019,True,3,BRIDGE OTHER,Interstate,I 25,222.95,222.95,25528.17,2019-07-08,I 25_222.95_222.95
2019,True,3,PLANT MIX WEARING COURSE OVERLAY,US,US 550,3.6,6.1,90311.31,2019-07-08,US 550_3.6_6.1
2019,True,4,PLANT MIX WEARING COURSE OVERLAY,State,NM 518,27.4,28.5,145217.1,2019-07-08,NM 518_27.4_28.5
2019,False,6,HOT INSITU SCARIFICATION,State,NM 117,47.2,51.1,964758.27,2019-07-09,NM 117_47.2_51.1
2019,False,6,COLD MILLING BTMNS SRFCS,State,NM 612,6.0,11.0,423460.88,2019-07-09,NM 612_6.0_11.0
2019,False,6,COLD MILLING BTMNS SRFCS,State,NM 612,9.0,14.0,19353.82,2019-07-09,NM 612_9.0_14.0
2019,True,6,FOG SEALING,US,US 180,32.0,45.9,34402.71,2019-07-09,US 180_32.0_45.9
2019,False,6,HOT INSITU SCARIFICATION,State,NM 117,47.2,51.1,1488486.82,2019-08-06,NM 117_47.2_51.1
2019,True,3,BRIDGE OTHER,Interstate,I 40,153.6,153.6,29951.88,2019-08-14,I 40_153.6_153.6
2019,True,3,BRIDGE OTHER,Interstate,I 40,157.85,157.85,22191.67,2019-08-14,I 40_157.85_157.85
2020,True,3,CRACK SEAL,Interstate,I 40,132.0,139.0,84897.63,2019-09-12,I 40_132.0_139.0
2020,False,3,BRIDGE OTHER,FL,FL 4005,2.24,2.24,53917.4,2019-09-12,FL 4005_2.24_2.24
2020,False,3,BRIDGE DECK,FL,FL 4014,4.5,4.5,157332.4,2019-09-12,FL 4014_4.5_4.5
2020,False,3,CRACK SEAL,State,NM 47,33.6,35.0,74973.94,2019-09-12,NM 47_33.6_35.0
2020,True,3,HOT MIX OVERLAY/ INLAY,State,NM 528,4.5,5.6,63277.5,2019-09-12,NM 528_4.5_5.6
2020,True,3,HOT MIX OVERLAY/ INLAY,State,NM 528,4.5,6.3,1798354.9,2019-09-12,NM 528_4.5_6.3
2019,True,5,GUARDRAIL,Interstate,I 40,184.2,192.0,4543.88,2019-10-03,I 40_184.2_192.0
2019,True,5,GUARDRAIL,Interstate,I 40,189.3,225.0,10584.27,2019-10-03,I 40_189.3_225.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,423.3,427.0,75711.58,2019-10-03,US 70_423.3_427.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,423.3,427.0,1627266.99,2019-10-03,US 70_423.3_427.0
2020,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,309.0,319.0,2690971.77,2019-10-08,I 25_309.0_319.0
2020,False,3,HOT INSITU SCARIFICATION,State,NM 317,0.0,1.23,231431.51,2019-11-01,NM 317_0.0_1.23
2020,True,4,HOT INSITU SCARIFICATION,US,US 64,349.35,354.0,1724987.84,2019-11-05,US 64_349.35_354.0
2020,True,4,CRACK SEAL,Interstate,I 40,353.9,362.9,514518.61,2019-11-05,I 40_353.9_362.9
2020,False,5,HOT MIX OVERLAY/ INLAY,FL,FL 4777,1.0,1.69,893740.75,2019-11-07,FL 4777_1.0_1.69
2020,True,5,HOT INSITU RECYCLING,State,NM 599,0.0,7.2,1025551.14,2019-11-07,NM 599_0.0_7.2
2020,True,5,HOT MIX OVERLAY/ INLAY,State,NM 466,2.9,3.0,1548282.23,2019-11-07,NM 466_2.9_3.0
2020,True,1,MICRO SURFACING,Interstate,I 10,116.0,144.0,2283863.28,2019-11-15,I 10_116.0_144.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,423.3,427.0,208698.97,2019-12-02,US 70_423.3_427.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,423.3,427.0,1201430.06,2019-12-02,US 70_423.3_427.0
2020,True,4,HOT INSITU SCARIFICATION,US,US 64,406.0,418.0,1129067.14,2019-12-03,US 64_406.0_418.0
2020,True,4,CRACK SEAL,Interstate,I 40,362.9,373.4,163825.32,2019-12-03,I 40_362.9_373.4
2020,True,4,HOT INSITU SCARIFICATION,US,US 64,406.0,418.0,1637395.6,2019-11-05,US 64_406.0_418.0
2020,False,6,COLD MILLING BTMNS SRFCS,State,NM 124,16.0,24.5,575571.19,2019-12-05,NM 124_16.0_24.5
2020,True,3,BRIDGE APPROACH/CONCRETE REPAIR,Interstate,I 40,164.5,164.5,49892.19,2019-12-05,I 40_164.5_164.5
2020,True,1,CRACK SEAL,US,US 70,142.5,147.0,73824.44,2019-12-05,US 70_142.5_147.0
2020,True,1,MICRO SURFACING,Interstate,I 10,116.0,144.0,490343.88,2019-12-05,I 10_116.0_144.0
2020,False,3,GUARDRAIL,State,NM 165,4.49,4.49,39200.28,2020-01-02,NM 165_4.49_4.49
2020,True,3,BRIDGE OTHER,Interstate,I 25,222.95,222.95,53826.95,2020-01-02,I 25_222.95_222.95
2020,True,3,BRIDGE OTHER,Interstate,I 25,222.95,222.95,84539.39,2020-01-02,I 25_222.95_222.95
2020,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,15.0,20.0,650367.56,2020-01-03,I 10_15.0_20.0
2020,True,2,BRIDGE OTHER,US,US 54,81.2,81.2,53121.16,2020-01-03,US 54_81.2_81.2
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,326.9,331.0,1098838.64,2020-01-03,US 60_326.9_331.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,423.3,427.0,418882.46,2020-01-03,US 70_423.3_427.0
2020,True,5,GUARDRAIL,US,US 64,137.6,139.8,9000.48,2020-01-06,US 64_137.6_139.8
2020,True,6,BRIDGE OTHER,Interstate,I 40,8.0,8.0,160667.98,2020-01-06,I 40_8.0_8.0
2020,False,6,COLD MILLING BTMNS SRFCS,State,NM 124,16.0,24.5,775412.51,2020-01-06,NM 124_16.0_24.5
2020,False,6,COLD MILLING BTMNS SRFCS,State,NM 371,56.0,62.0,66704.9,2020-01-06,NM 371_56.0_62.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,427.7,440.6,3835115.55,2020-02-04,US 70_427.7_440.6
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 54,175.1,192.85,2642699.06,2020-02-04,US 54_175.1_192.85
2020,True,5,GUARDRAIL,US,US 285,387.4,387.4,12695.41,2020-02-05,US 285_387.4_387.4
2020,True,5,GUARDRAIL,US,US 84,175.5,175.5,50.0,2020-02-05,US 84_175.5_175.5
2020,True,5,GUARDRAIL,US,US 84,175.5,175.5,6245.69,2020-02-05,US 84_175.5_175.5
2020,True,5,MICRO SURFACING,State,NM 599,0.0,7.2,1580993.63,2019-11-01,NM 599_0.0_7.2
2020,True,5,HOT MIX OVERLAY/ INLAY,State,NM 599,0.2,13.6,2397138.5,2019-11-01,NM 599_0.2_13.6
2020,False,5,HOT INSITU SCARIFICATION,State,NM 68,12.7,23.0,1952353.96,2019-11-01,NM 68_12.7_23.0
2020,True,3,CRACK SEAL,Interstate,I 40,132.0,143.0,185203.91,2019-09-12,I 40_132.0_143.0
2020,False,3,HOT INSITU SCARIFICATION,State,NM 314,8.5,14.0,416698.1,2019-12-05,NM 314_8.5_14.0
2016,False,6,HOT INSITU SCARIFICATION,State,NM 126,30.4,34.0,1046274.31,2016-01-08,NM 126_30.4_34.0
2016,False,5,GUARDRAIL,State,NM 344,2.0,4.6,33804.0,2016-02-08,NM 344_2.0_4.6
2016,True,5,GUARDRAIL,US,US 64,37.4,37.4,7789.72,2016-02-08,US 64_37.4_37.4
2016,False,5,GUARDRAIL,State,NM 475,10.8,10.8,8065.13,2016-02-08,NM 475_10.8_10.8
2016,False,3,HOT INSITU SCARIFICATION,State,NM 333,11.9,6.7,285549.97,2016-02-08,NM 333_11.9_6.7
2016,True,2,GUARDRAIL,US,US 70,334.9,335.0,3440.0,2016-02-08,US 70_334.9_335.0
2016,True,4,HOT INSITU SCARIFICATION,State,NM 518,7.3,11.78,1041171.15,2015-11-05,NM 518_7.3_11.78
2016,False,1,FOG SEALING,State,NM 52,0.0,36.0,334242.12,2015-11-05,NM 52_0.0_36.0
2016,False,1,GUARDRAIL,State,NM 213,0.0,6.2,51382.26,2015-11-05,NM 213_0.0_6.2
2016,False,1,GUARDRAIL,State,NM 213,0.0,6.2,270746.68,2015-11-05,NM 213_0.0_6.2
2016,True,1,FOG SEALING,State,NM 478,0.0,21.5,512372.43,2015-11-05,NM 478_0.0_21.5
2016,False,6,HOT INSITU SCARIFICATION,State,NM 126,30.4,34.0,261642.85,2015-11-06,NM 126_30.4_34.0
2016,False,3,HOT INSITU SCARIFICATION,State,NM 47,47.07,47.35,57136.22,2015-08-06,NM 47_47.07_47.35
2016,True,2,FOG SEALING,US,US 70,256.6,261.1,3892.05,2015-09-01,US 70_256.6_261.1
2016,False,2,FOG SEALING,Other,RRR,0.0,14.7,30084.52,2015-09-01,RRR_0.0_14.7
2016,True,4,CRACK SEAL,Interstate,I 25,394.0,402.0,118538.44,2015-09-02,I 25_394.0_402.0
2016,True,5,GUARDRAIL,Interstate,I 40,184.6,184.6,3621.49,2015-09-02,I 40_184.6_184.6
2016,True,5,GUARDRAIL,Interstate,I 40,196.0,196.0,1569.77,2015-09-02,I 40_196.0_196.0
2016,True,5,CULVERT CLEANING,US,US 64,38.756,39.227,61915.23,2015-09-02,US 64_38.756_39.227
2016,False,5,BRIDGE EXPANSION JOINT,State,NM 55,62.0,62.0,85276.53,2015-09-02,NM 55_62.0_62.0
2016,True,3,HOT INSITU SCARIFICATION,Interstate,I 40,149.58,144.14,60664.22,2015-09-02,I 40_149.58_144.14
2016,True,3,HOT MIX OVERLAY/ INLAY,US,US 550,3.0,5.0,309225.78,2015-09-02,US 550_3.0_5.0
2016,False,3,HOT INSITU SCARIFICATION,State,NM 47,46.05,47.35,129993.87,2015-09-02,NM 47_46.05_47.35
2016,True,3,HOT INSITU SCARIFICATION,Interstate,I 40,149.5,148.0,74998.9,2015-09-02,I 40_149.5_148.0
2016,False,6,HOT INSITU RECYCLING,State,NM 4,30.3,38.2,976235.34,2015-10-02,NM 4_30.3_38.2
2016,False,6,HOT INSITU RECYCLING,State,NM 4,30.3,38.2,321428.3,2015-10-02,NM 4_30.3_38.2
2016,True,6,HOT MIX OVERLAY/ INLAY,US,US 491,3.3,5.0,1395952.23,2015-10-02,US 491_3.3_5.0
2016,True,3,CRACK SEAL,Interstate,I 25,258.0,263.0,196191.29,2015-10-06,I 25_258.0_263.0
2016,True,3,OPEN GRADED FRICTION COURSE,Interstate,I 25,234.5,239.1,48294.32,2015-10-06,I 25_234.5_239.1
2016,False,5,GUARDRAIL,State,NM 337,6.3,6.3,21323.31,2015-10-06,NM 337_6.3_6.3
2016,True,5,BRIDGE OTHER,Interstate,I 40,193.0,193.0,46839.55,2015-10-06,I 40_193.0_193.0
2016,True,5,HOT INSITU SCARIFICATION,State,NM 516,5.0,7.5,1247209.44,2015-10-06,NM 516_5.0_7.5
2016,True,5,HOT INSITU SCARIFICATION,US,US 64,57.2,57.87,549741.08,2015-10-06,US 64_57.2_57.87
2016,False,5,BRIDGE EXPANSION JOINT,State,NM 55,62.0,62.0,85276.53,2015-10-06,NM 55_62.0_62.0
2016,True,5,BRIDGE OTHER,Interstate,I 25,263.3,263.3,52700.0,2015-10-06,I 25_263.3_263.3
2016,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,388.0,402.0,1997308.68,2015-10-06,I 25_388.0_402.0
2016,True,4,HOT INSITU SCARIFICATION,State,NM 518,3.95,7.3,770048.32,2015-10-06,NM 518_3.95_7.3
2016,False,1,FOG SEALING,State,NM 52,0.0,36.0,261666.17,2015-10-08,NM 52_0.0_36.0
2016,False,1,GUARDRAIL,State,NM 213,0.0,6.2,332101.26,2015-10-08,NM 213_0.0_6.2
2016,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,251.0,256.6,1738953.81,2015-10-08,US 70_251.0_256.6
2016,False,6,HOT INSITU SCARIFICATION,State,NM 53,83.0,85.3,237094.53,2015-10-09,NM 53_83.0_85.3
2016,False,6,HOT INSITU SCARIFICATION,State,NM 126,30.4,34.0,1004380.43,2015-10-09,NM 126_30.4_34.0
2016,True,6,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 40,12.7,12.7,61799.94,2015-10-09,I 40_12.7_12.7
2016,False,6,HOT INSITU RECYCLING,State,NM 4,26.0,32.0,12667.73,2015-10-09,NM 4_26.0_32.0
2016,False,6,HOT INSITU RECYCLING,State,NM 4,30.3,38.2,280316.72,2015-10-09,NM 4_30.3_38.2
2016,False,3,CRACK SEAL,FL,FL 4016,0.0,2.0,221082.26,2015-11-02,FL 4016_0.0_2.0
2016,False,3,HOT INSITU SCARIFICATION,State,NM 536,8.5,10.6,448504.79,2015-11-02,NM 536_8.5_10.6
2016,False,3,HOT INSITU SCARIFICATION,State,NM 333,1.44,5.22,162710.58,2015-11-02,NM 333_1.44_5.22
2016,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,261.2,264.0,1621427.29,2015-11-04,US 70_261.2_264.0
2016,True,2,HOT MIX OVERLAY/ INLAY,US,US 84,105.0,107.0,845410.5,2015-11-04,US 84_105.0_107.0
2016,True,2,HOT MIX OVERLAY/ INLAY,US,US 54,65.1,66.0,312659.29,2015-11-04,US 54_65.1_66.0
2016,False,2,FOG SEALING,US,US 82,14.0,17.0,15748.11,2015-11-04,US 82_14.0_17.0
2016,False,2,FOG SEALING,US,US 82,0.0,16.0,31674.69,2015-11-04,US 82_0.0_16.0
2016,True,3,CRACK SEAL,Interstate,I 25,262.5,258.2,116675.78,2015-12-04,I 25_262.5_258.2
2016,False,1,FOG SEALING,State,NM,52.0,0.0,369336.49,2015-12-04,NM_52.0_0.0
2016,True,5,GUARDRAIL,State,NM 502,9.6,9.6,3643.15,2015-12-07,NM 502_9.6_9.6
2016,True,5,GUARDRAIL,Interstate,I 40,187.0,187.0,12333.63,2015-12-07,I 40_187.0_187.0
2016,True,5,GUARDRAIL,US,US 550,105.0,105.0,3756.24,2015-12-07,US 550_105.0_105.0
2016,True,5,GUARDRAIL,Interstate,I 25,276.0,276.0,6914.88,2015-12-07,I 25_276.0_276.0
2016,True,5,GUARDRAIL,Interstate,I 40,189.2,189.2,11991.38,2015-12-07,I 40_189.2_189.2
2016,True,5,GUARDRAIL,Interstate,I 25,298.7,298.7,8375.43,2015-12-07,I 25_298.7_298.7
2016,False,5,GUARDRAIL,State,NM 41,47.1,47.1,6046.05,2015-12-07,NM 41_47.1_47.1
2016,True,5,CULVERT CLEANING,US,US 64,39.0,41.0,6201.86,2015-12-07,US 64_39.0_41.0
2016,False,5,BRIDGE OTHER,State,NM 95,1.0,1.0,52065.5,2015-12-07,NM 95_1.0_1.0
2016,True,5,HOT INSITU SCARIFICATION,US,US 64,107.0,117.0,808625.1,2015-12-07,US 64_107.0_117.0
2016,False,5,HOT MIX OVERLAY/ INLAY,State,NM 38,11.8,13.0,704211.0,2015-12-07,NM 38_11.8_13.0
2016,False,6,HOT INSITU SCARIFICATION,State,NM 126,30.4,34.0,981763.33,2015-12-07,NM 126_30.4_34.0
2016,True,5,GUARDRAIL,Interstate,I 25,274.3,274.3,2507.56,2016-01-06,I 25_274.3_274.3
2016,False,5,GUARDRAIL,State,NM 503,0.7,0.7,4821.69,2016-01-06,NM 503_0.7_0.7
2016,False,5,GUARDRAIL,State,NM 503,10.0,10.0,5847.55,2016-01-06,NM 503_10.0_10.0
2016,True,5,PLANT MIX WEARING COURSE OVERLAY,US,US 84,199.0,209.0,1193898.59,2016-01-06,US 84_199.0_209.0
2016,False,3,HOT INSITU SCARIFICATION,State,NM 333,11.9,6.7,1241237.03,2016-01-06,NM 333_11.9_6.7
2016,False,1,FOG SEALING,State,NM 52,0.0,36.0,20343.51,2016-01-06,NM 52_0.0_36.0
2016,False,6,HOT INSITU SCARIFICATION,State,NM 126,30.4,34.0,253135.26,2016-02-09,NM 126_30.4_34.0
2016,False,1,FOG SEALING,State,NM 52,0.0,36.0,743.76,2016-02-10,NM 52_0.0_36.0
2016,False,5,GUARDRAIL,State,NM 74,3.7,16.2,28356.76,2016-03-03,NM 74_3.7_16.2
2016,False,3,HOT INSITU SCARIFICATION,State,NM 333,11.9,6.7,49621.43,2016-03-03,NM 333_11.9_6.7
2016,False,1,FOG SEALING,State,NM 52,0.0,36.0,385243.95,2016-03-03,NM 52_0.0_36.0
2016,True,2,BRIDGE OTHER,US,US 54,81.2,81.21,71758.07,2016-03-07,US 54_81.2_81.21
2016,True,5,GUARDRAIL,State,NM 518,64.7,61.2,14254.05,2016-04-01,NM 518_64.7_61.2
2016,True,5,PLANT MIX WEARING COURSE OVERLAY,US,US 84,199.0,209.0,6541.19,2016-04-01,US 84_199.0_209.0
2016,False,2,FOG SEALING,State,NM 24,0.0,10.0,18876.02,2016-04-05,NM 24_0.0_10.0
2016,False,1,FOG SEALING,State,NM 52,0.0,36.0,952.75,2016-04-05,NM 52_0.0_36.0
2016,False,6,HOT INSITU SCARIFICATION,State,NM 126,30.4,34.0,10363.86,2016-04-07,NM 126_30.4_34.0
2016,False,2,BRIDGE DECK,State,NM 249,3.4,3.41,17461.5,2016-05-04,NM 249_3.4_3.41
2016,True,2,BRIDGE OTHER,US,US 380,62.14,62.145,18853.54,2016-05-04,US 380_62.14_62.145
2016,True,5,GUARDRAIL,Interstate,I 40,162.5,106.25,8926.13,2016-05-04,I 40_162.5_106.25
2016,False,5,GUARDRAIL,State,NM 503,2.4,2.4,6137.12,2016-05-04,NM 503_2.4_2.4
2016,False,5,GUARDRAIL,State,NM 344,1.9,1.9,3193.6,2016-05-04,NM 344_1.9_1.9
2016,True,5,BRIDGE OTHER,Interstate,I 40,208.0,208.0,5753.83,2016-05-04,I 40_208.0_208.0
2016,True,5,GUARDRAIL,Interstate,I 25,267.0,297.5,16959.5,2016-06-02,I 25_267.0_297.5
2016,True,5,GUARDRAIL,Interstate,I 40,186.5,241.1,19379.12,2016-06-02,I 40_186.5_241.1
2016,False,1,FOG SEALING,State,NM 52,0.0,36.0,296716.04,2016-06-02,NM 52_0.0_36.0
2016,True,3,CRACK SEAL,Interstate,I 25,207.5,210.0,139878.13,2016-06-07,I 25_207.5_210.0
