order_id,date_declared,year,state_federal_code,origin_office,incident_description,declaration_type,county
2021-036,2021-06-25,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-037,2021-06-25,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-038,2021-06-25,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-039,2021-06-25,2021,S,Lujan Grisham,Declaring Emergency Statewide Due to Wildland Fires,Wildfire,Statewide
2021-040,2021-07-15,2021,S,Lujan Grisham,Disaster in Valencia County Due to Flooding,Flooding,Valencia
2021-041,2021-07-15,2021,S,Lujan Grisham,Disaster in Eddy County Due to Flooding,Flooding,Eddy
2021-042,2021-07-15,2021,S,Lujan Grisham,Disaster in City of Belen Due to Flooding,Flooding,Valencia
2021-047,2021-08-15,2021,S,Lujan Grisham,Disaster in Dona Ana County Due to Flooding,Flooding,Dona Ana
2021-050,2021-08-19,2021,S,Lujan Grisham,Disaster in Mora County Due to Flooding,Flooding,Mora
2021-051,2021-08-24,2021,S,Lujan Grisham,Disaster in Village of Ruidoso Due to Flooding,Flooding,Lincoln
2021-053,2021-08-30,2021,S,Lujan Grisham,Disaster in Rio Arriba County Due to Flooding,Flooding,Rio Arriba
2021-056,2021-09-24,2021,S,Lujan Grisham,Disaster in Dona Ana County Due to Flooding,Flooding,Dona Ana
2021-064,2021-11-17,2021,S,Lujan Grisham,Disaster in Catron County Due to Flooding,Flooding,Catron
2021-065,2021-11-30,2021,S,Lujan Grisham,Disaster in Socorro County Due to Flooding,Flooding,Socorro
FM-5386,2021-04-27,2021,F,FEMA,New Mexico Three Rivers Fire,Fire Management Assistance,Lincoln
2022-001,2022-01-04,2022,S,Lujan Grisham,Disaster in Socorro County Due to Flooding,Flooding,Socorro
2022-002,2022-01-06,2022,S,Lujan Grisham,Disaster in Rio Arriba County Due to Snow Squall,Snow Squall,Rio Arriba
2022-003,2022-01-06,2022,S,Lujan Grisham,Disaster in Pueblo of Laguna Due to Flooding,Flooding,Cibola
2022-014,2022-03-16,2022,S,Lujan Grisham,Disaster in Colfax County Due to Snow Squall,Snow Squall,Colfax
2022-017,2022-04-22,2022,S,Lujan Grisham,Disaster in San Miguel County Due to Hermit's Peak Fire,Wildfire,San Miguel
2022-018,2022-04-22,2022,S,Lujan Grisham,Disaster in Valencia County Due to Big Hole Fire,Wildfire,Valencia
2022-019,2022-04-22,2022,S,Lujan Grisham,Disaster in Colfax County Due to Cooks Peak Fire,Wildfire,Colfax
2022-020,2022-04-22,2022,S,Lujan Grisham,Disaster in Lincoln County Due to  Fire Event,Wildfire,Lincoln
2022-021,2022-04-23,2022,S,Lujan Grisham,Disaster in Mora County Due to Cooks and Calfs Fires,Wildfire,Mora
2022-025,2022-05-03,2022,S,Lujan Grisham,Disaster in Sandoval County Due to Cerro Pelado Fire,Wildfire,Sandoval
2022-076,2022-06-02,2022,S,Lujan Grisham,Disaster in Mora County Due to Ash and Fire Debris from Cooks and Hermits Peak/Calf Canyon Fires,Enviromental,Mora
2022-077,2022-06-03,2022,S,Lujan Grisham,Disaster in San Miguel County Due to Ash and Fire Debris from Cooks and Hermits Peak/Calf Canyon Fires,Enviromental,Mora
2022-087,2022-06-10,2022,S,Lujan Grisham,Disaster in Sierra County Due to Black Fire,Wildfire,Sierra
2022-106,2022-06-23,2022,S,Lujan Grisham,Disaster in Rio Arriba County Due to Major Leak in Chama Water System,Infrastructure,Rio Arriba
2022-112,2022-07-29,2022,S,Lujan Grisham,Disaster in the City of Las Vegas Due to Flooding and Lack of Drinking Water,Flooding,San Miguel
2022-113,2022-07-29,2022,S,Lujan Grisham,Disaster in the City of Las Vegas Due to Flooding and Lack of Drinking Water,Flooding,San Miguel
2022-114,2022-07-29,2022,S,Lujan Grisham,Disaster in the City of Las Vegas Due to Flooding and Lack of Drinking Water,Flooding,San Miguel
2022-119,2022-08-17,2022,S,Lujan Grisham,Disaster in Rio Arriba County Due to Flooding,Flooding,Rio Arriba
2022-124,2022-08-31,2022,S,Lujan Grisham,Disaster in Sandoval County Due to a Water Shortage,Infrastructure,Sandoval
2022-128,2022-09-08,2022,S,Lujan Grisham,Disaster in Grant County Due to Flooding; Washout of US 180 W,Flooding,Grant
2022-129,2022-09-12,2022,S,Lujan Grisham,Disaster in Hidalgo County Due to Flooding,Flooding,Hidalgo
2022-134,2022-09-16,2022,S,Lujan Grisham,Disaster in Catron County Due to Flooding,Flooding,Catron
2022-143,2022-10-03,2022,S,Lujan Grisham,Disaster in Sierra County Due to Flooding,Flooding,Sierra
2022-148,2022-10-18,2022,S,Lujan Grisham,Disaster in Mora County Due to Severe Winter Weather,Winter Weather,Mora
FM-5430,2022-04-11,2022,F,FEMA,New Mexico Big Hole Fire,Fire Management Assistance,Valencia
FM-5431,2022-04-12,2022,F,FEMA,New Mexico Hermit's Peak Fire,Fire Management Assistance,San Miguel
FM-5432,2022-04-12,2022,F,FEMA,New Mexico Mcbride Fire,Fire Management Assistance,Lincoln
FM-5433,2022-04-12,2022,F,FEMA,New Mexico Nogal Canyon Fire,Fire Management Assistance,Lincoln
FM-5437,2022-04-28,2022,F,FEMA,New Mexico Cook's Peak Fire,Fire Management Assistance,Colfax
FM-5438,2022-04-30,2022,F,FEMA,New Mexico Calf Canyon Fire,Fire Management Assistance,San Miguel
DR-4652,2022-05-04,2022,F,FEMA,"New Mexico Wildfires Flooding, Mudflows and Straight-line Winds",Major Disaster Declaration,Colfax
DR-4652,2022-05-04,2022,F,FEMA,"New Mexico Wildfires Flooding, Mudflows and Straight-line Winds",Major Disaster Declaration,Mora
DR-4652,2022-05-04,2022,F,FEMA,"New Mexico Wildfires Flooding, Mudflows and Straight-line Winds",Major Disaster Declaration,Sandoval
DR-4652,2022-05-04,2022,F,FEMA,"New Mexico Wildfires Flooding, Mudflows and Straight-line Winds",Major Disaster Declaration,Los Alamos
DR-4652,2022-05-04,2022,F,FEMA,"New Mexico Wildfires Flooding, Mudflows and Straight-line Winds",Major Disaster Declaration,San Miguel
DR-4652,2022-05-04,2022,F,FEMA,"New Mexico Wildfires Flooding, Mudflows and Straight-line Winds",Major Disaster Declaration,Lincoln
DR-4652,2022-05-04,2022,F,FEMA,"New Mexico Wildfires Flooding, Mudflows and Straight-line Winds",Major Disaster Declaration,Valencia
2023-018,2023-02-13,2023,S,Lujan Grisham,Disaster in Guadalupe County Due to Fires,Wildfire,Guadalupe
2023-040,2023-04-10,2023,S,Lujan Grisham,Disaster in Sandoval County Due to Flooding,Flooding,Sandoval
